Sample	Gene	Hits
CD35_T1_B7	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	289
CD35_T1_B7	MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG	122
CD35_T1_B7	MEG_7588|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG	17
CD35_T1_B7	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	109
CD35_T2_B7	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	18
CD35_T2_B7	MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA	42
CD35_T2_B7	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	34
CD35_T2_B7	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	18
CD35_T2_B7	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	46
CD35_T2_B7	MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	47
CD35_T2_B7	MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	27
CD35_T2_B7	MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	51
CD35_T2_B7	MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	16
CD35_T2_B7	MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	62
CD35_T2_B7	MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	17
CD35_T2_B7	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	29
CD35_T2_B7	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	29
CD35_T2_B7	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	7
CD35_T2_B7	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	23
CD35_T2_B7	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	87
CD35_T2_B7	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	47
CD35_T2_B7	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	116
CD35_T2_B7	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	72
CD35_T2_B7	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	42
CD35_T2_B7	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	32
CD35_T2_B7	MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA	24
CD35_T2_B7	MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA	17
CD35_T2_B7	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	50
CD35_T2_B7	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	46
CD35_T2_B7	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	31
CD35_T2_B7	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	56
CD35_T2_B7	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	30
CD35_T2_B7	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	27
CD35_T2_B7	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	12
CD35_T2_B7	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	567
CD35_T2_B7	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	122
CD35_T2_B7	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	41
CD35_T2_B7	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	50
CD35_T2_B7	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	171
CD35_T2_B7	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	192
CD35_T2_B7	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	122
CD35_T2_B7	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	129
CD35_T2_B7	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	101
CD35_T2_B7	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	66
CD35_T2_B7	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	42
CD35_T2_B7	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	180
CD35_T2_B7	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	221
CD35_T2_B7	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	92
CD35_T2_B7	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	161
CD35_T2_B7	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	156
CD35_T2_B7	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	29
CD35_T2_B7	MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD	27
CD35_T2_B7	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	53
CD35_T2_B7	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	49
CD35_T4_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	52
CD35_T4_B7	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	67
CD35_T4_B7	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	152
CD35_T4_B7	MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	59
CD35_T4_B7	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	130
CD35_T4_B7	MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	5
CD35_T4_B7	MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI	15
CD35_T4_B7	MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	139
CD35_T4_B7	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	33
CD35_T4_B7	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	299
CD35_T4_B7	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	70
CD35_T4_B7	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	108
CD35_T4_B7	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	101
CD35_T4_B7	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	115
CD35_T4_B7	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	111
CD35_T4_B7	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	65
CD35_T4_B7	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	109
CD35_T4_B7	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	145
CD35_T4_B7	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	112
CD35_T4_B7	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	111
CD35_T4_B7	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	43
CD35_T4_B7	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	199
CD38_T2_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	107
CD38_T2_B7	MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	59
CD38_T2_B7	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	34
CD38_T4_B7	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	74
CD38_T4_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	120
CD38_T4_B7	MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	20
CD38_T4_B7	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	47
CD38_T4_B7	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	25
CD38_T4_B7	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	36
CD38_T4_B7	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	40
CD38_T4_B7	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	36
CD38_T4_B7	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	20
CD38_T4_B7	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	40
CD38_T4_B7	MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	58
CD38_T4_B7	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	29
CD38_T4_B7	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	9
CD38_T4_B7	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	28
CD38_T4_B7	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	26
CD38_T4_B7	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	12
CD38_T4_B7	MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR	18
CD38_T4_B7	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	54
CD38_T4_B7	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	162
CD38_T4_B7	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	96
CD38_T4_B7	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	86
CD38_T4_B7	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	180
CD38_T4_B7	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	57
CD38_T4_B7	MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ	12
CD38_T4_B7	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	67
CD38_T4_B7	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	112
CD38_T4_B7	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	86
CD38_T4_B7	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	30
CD38_T4_B7	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	48
CD38_T4_B7	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	54
CD38_T4_B7	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	133
CD38_T4_B7	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	66
CD38_T4_B7	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	44
CD38_T4_B7	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	99
CD38_T4_B7	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	85
CD38_T4_B7	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	52
CD38_T4_B7	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	43
CD38_T4_B7	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	33
CD38_T4_B7	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	284
CD38_T4_B7	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	64
CD38_T4_B7	MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD	31
CD38_T4_B7	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	90
CD38_T5_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	88
CD38_T5_B7	MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	25
CD5_T1_B2	MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	44
CD5_T1_B2	MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	145
CD5_T1_B2	MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	28
CD5_T1_B2	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	23
CD5_T1_B2	MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	54
CD5_T1_B2	MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	36
CD5_T1_B2	MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	52
CD5_T1_B2	MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	64
CD5_T1_B2	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	71
CD5_T1_B2	MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	25
CD5_T1_B2	MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	40
CD5_T1_B2	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	56
CD5_T1_B2	MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	19
CD5_T1_B2	MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	45
CD5_T1_B2	MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	43
CD5_T1_B2	MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	48
CD5_T1_B2	MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	257
CD5_T1_B2	MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	448
CD5_T1_B2	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	1415
CD5_T1_B2	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	157
CD5_T1_B2	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	506
CD5_T1_B2	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	498
CD5_T1_B2	MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	678
CD5_T1_B2	MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	437
CD5_T1_B2	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	375
CD5_T1_B2	MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	398
CD5_T1_B2	MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	122
CD5_T1_B2	MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	17
CD5_T1_B2	MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	17
CD5_T1_B2	MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	21
CD5_T1_B2	MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	31
CD5_T1_B2	MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	128
CD5_T1_B2	MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	297
CD5_T1_B2	MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	226
CD5_T1_B2	MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	108
CD5_T1_B2	MEG_1766|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	313
CD5_T1_B2	MEG_1768|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	260
CD5_T1_B2	MEG_1771|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	578
CD5_T1_B2	MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	479
CD5_T1_B2	MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	163
CD5_T1_B2	MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	116
CD5_T1_B2	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	1015
CD5_T1_B2	MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	333
CD5_T1_B2	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	509
CD5_T1_B2	MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX	987
CD5_T1_B2	MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX	1189
CD5_T1_B2	MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX	1383
CD5_T1_B2	MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	109
CD5_T1_B2	MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE	30
CD5_T1_B2	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	271
CD5_T1_B2	MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG	103
CD5_T1_B2	MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA	344
CD5_T1_B2	MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA	69
CD5_T1_B2	MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB	59
CD5_T1_B2	MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	320
CD5_T1_B2	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	647
CD5_T1_B2	MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	282
CD5_T1_B2	MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	463
CD5_T1_B2	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	587
CD5_T1_B2	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	533
CD5_T1_B2	MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	504
CD5_T1_B2	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	350
CD5_T1_B2	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	398
CD5_T1_B2	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	694
CD5_T1_B2	MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	540
CD5_T1_B2	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	1499
CD5_T1_B2	MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	32
CD5_T1_B2	MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	31
CD5_T1_B2	MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	69
CD5_T1_B2	MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	38
CD5_T1_B2	MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	110
CD5_T1_B2	MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	24
CD5_T1_B2	MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	78
CD5_T1_B2	MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	55
CD5_T1_B2	MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	61
CD5_T1_B2	MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR	26
CD5_T1_B2	MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT	14
CD5_T1_B2	MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT	78
CD5_T1_B2	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	2727
CD5_T1_B2	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	669
CD5_T1_B2	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	704
CD5_T1_B2	MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	180
CD5_T1_B2	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	260
CD5_T1_B2	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	423
CD5_T1_B2	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	477
CD5_T1_B2	MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	341
CD5_T1_B2	MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	159
CD5_T1_B2	MEG_3535|Drugs|betalactams|Class_A_betalactamases|LAP	1135
CD5_T1_B2	MEG_3536|Drugs|betalactams|Class_A_betalactamases|LAP	516
CD5_T1_B2	MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	561
CD5_T1_B2	MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA	67
CD5_T1_B2	MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	159
CD5_T1_B2	MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	110
CD5_T1_B2	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	117
CD5_T1_B2	MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR	228
CD5_T1_B2	MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	176
CD5_T1_B2	MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	312
CD5_T1_B2	MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	295
CD5_T1_B2	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	794
CD5_T1_B2	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	2358
CD5_T1_B2	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	2264
CD5_T1_B2	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	1066
CD5_T1_B2	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	2591
CD5_T1_B2	MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG	511
CD5_T1_B2	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	749
CD5_T1_B2	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	176
CD5_T1_B2	MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ	271
CD5_T1_B2	MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	442
CD5_T1_B2	MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	557
